r (Ang), PDF (RMC), PDF (Expt)
   5.9199999999999999       ,    6.0194650555251833E-003  ,    3.3721786853113722E-002
   5.9400000000000004       ,    3.4925430576586695E-002  ,   -9.4956284377154705E-003
   5.9600000000000000       ,   -9.2627223676706380E-002  ,   -5.4291354458097338E-002
   5.9800000000000004       ,   -5.4837520664067427E-002  ,   -9.5921236577436134E-002
   6.0000000000000000       ,  -0.12161414810819074       ,  -0.13032162628654806     
   6.0200000000000005       ,  -0.16740859664178467       ,  -0.15458918226722315     
   6.0400000000000000       ,  -0.10665961453245945       ,  -0.16719846465630039     
   6.0600000000000005       ,  -0.12883151123164663       ,  -0.16796850053954299     
   6.0800000000000001       ,  -0.16400405244522928       ,  -0.15784755777185555     
   6.1000000000000005       ,  -0.17714809948358862       ,  -0.13861367174379319     
   6.1200000000000001       ,  -0.11852890816772757       ,  -0.11258194994284301     
   6.1400000000000006       ,   -8.2232056662632863E-002  ,   -8.2374798278974662E-002
   6.1600000000000001       ,   -1.8724351228791677E-002  ,   -5.0763291485498706E-002
   6.1799999999999997       ,   -7.1329458469002363E-002  ,   -2.0545692870666359E-002
   6.2000000000000002       ,    2.0492811685274732E-002  ,    5.5915864724654530E-003
   6.2199999999999998       ,    3.9762342253271687E-004  ,    2.5276920540039573E-002
   6.2400000000000002       ,    2.6078088544990188E-002  ,    3.6732237583070461E-002
   6.2599999999999998       ,    6.6565064606271818E-003  ,    3.9091856304430114E-002
   6.2800000000000002       ,    3.1113902891905052E-002  ,    3.2682611324916601E-002
   6.2999999999999998       ,    3.2720849441000448E-002  ,    1.9165526514829879E-002
   6.3200000000000003       ,    2.7891781938597926E-003  ,    1.4511395190320443E-003
   6.3399999999999999       ,    4.5088511903766809E-003  ,   -1.6654422267909082E-002
   6.3600000000000003       ,   -2.9822654780101165E-002  ,   -3.1048003893938646E-002
   6.3799999999999999       ,   -4.7192915037920211E-002  ,   -3.8076689541719645E-002
   6.4000000000000004       ,   -2.5499049272244008E-002  ,   -3.5283944331011438E-002
   6.4199999999999999       ,   -5.6099172217448229E-003  ,   -2.1985690295323296E-002
   6.4400000000000004       ,    1.2376956071490692E-002  ,    4.6883821227693937E-004
   6.4600000000000000       ,    2.3826886549413080E-002  ,    2.8833717820023683E-002
   6.4800000000000004       ,    5.6019598738805181E-002  ,    5.8495533248129152E-002
   6.5000000000000000       ,    2.8210764784892355E-002  ,    8.4300636035596371E-002
   6.5200000000000005       ,    7.7357872714333406E-002  ,   0.10151662601671943     
   6.5400000000000000       ,    7.5519216106239212E-002  ,   0.10673253797417302     
   6.5600000000000005       ,   0.14211126397073617       ,    9.8515574380262663E-002
   6.5800000000000001       ,    8.3563078557541290E-002  ,    7.7696336720136205E-002
   6.6000000000000005       ,    3.8499997063075130E-002  ,    4.7235022155348617E-002
   6.6200000000000001       ,    4.0925189301646694E-002  ,    1.1707850374662088E-002
   6.6400000000000006       ,   -2.1416439152185475E-002  ,   -2.3474204127581041E-002
   6.6600000000000001       ,   -5.2140204600115342E-002  ,   -5.2958650639948139E-002
   6.6799999999999997       ,   -7.1537701496197009E-002  ,   -7.2293142854604628E-002
   6.7000000000000002       ,   -6.1690530296981967E-002  ,   -7.8577398675106533E-002
   6.7199999999999998       ,   -7.7012501869760469E-002  ,   -7.0835785690995356E-002
   6.7400000000000002       ,   -6.5574140361197714E-002  ,   -5.0078945261299378E-002
